302,123
322,118
395,118
430,129
479,158
506,180
513,191
516,218
499,247
480,260
407,278
348,272
330,262
314,247
295,176
299,157
314,133
330,122
358,115
366,117
378,129
379,162
364,183
350,194
315,209
292,208
283,201
278,152
330,97
336,98
335,161
329,176
323,187
322,189
322,188
401,52
424,18
437,1
421,34
388,79
378,91
372,99
371,100
374,95
384,77
387,74
387,73
382,89
374,106
362,126
358,135
357,137
355,138
354,140
350,147
333,179
324,193
317,203
309,215
308,217
307,220
142,55
154,59
179,63
204,68
222,70
239,71
260,73
280,75
298,76
313,77
328,78
341,79
355,81
372,84
393,85
411,85
431,85
444,85
453,85
457,85
459,85
461,85
464,85
184,133
207,141
243,154
284,167
320,180
351,193
381,207
401,216
414,220
421,224
424,226
426,226
427,226
429,226
224,258
258,274
296,291
331,307
362,323
397,336
441,354
451,358
456,360
459,361
461,361
464,361
105,348
135,354
166,359
196,365
217,369
230,372
237,374
240,374
243,374
245,374
247,374
248,374
527,146
530,153
533,165
536,176
536,179
536,181
536,185
538,201
540,224
540,243
540,252
540,257
540,260
540,263
541,270
543,277
545,286
546,295
546,301
548,309
550,323
550,327
550,330
550,332
550,334
