151,133
172,208
208,350
221,394
226,410
229,423
232,436
235,447
236,452
236,454
236,455
161,150
173,151
222,149
306,135
341,128
366,124
379,123
384,123
386,123
388,123
389,124
390,125
390,125
391,129
390,133
387,139
384,145
381,150
380,159
380,168
381,182
387,205
394,237
405,276
408,288
409,297
410,306
410,313
411,326
413,335
414,344
414,350
414,355
414,361
415,365
416,368
416,371
417,375
417,378
417,379
417,380
417,382
417,386
417,388
417,391
417,393
415,403
412,424
409,456
406,481
404,488
403,491
401,493
401,494
400,494
398,492
396,491
393,488
391,486
388,482
378,476
367,470
358,466
351,464
341,462
335,461
310,460
306,460
296,460
287,460
278,460
266,460
259,460
252,461
243,461
239,461
235,461
231,461
227,462
224,463
224,463
223,463
221,463
221,463
